pmcid,outcome,intervention,comparator,outcome_type,intervention_events,intervention_group_size,comparator_events,comparator_group_size,intervention_mean,intervention_standard_deviation,comparator_mean,comparator_standard_deviation,intervention_rate,comparator_rate,source_file
4411165,tympanic temperature from Pre to P20 (-0.28 ±0.11°C),"whole-body to cold (whole-body cryostimulation, WBC)","whole-body except the head (partial-body cryostimulation, PBC)",continuous,,10.0,,10.0,-0.28,0.11,-0.14,0.05,,,4411165_zeroshot.jsonl
4411165,systolic BP,"whole-body to cold (whole-body cryostimulation, WBC)","whole-body except the head (partial-body cryostimulation, PBC)",continuous,,10.0,,10.0,,,,,,,4411165_zeroshot.jsonl
4411165,diastolic BP,"whole-body to cold (whole-body cryostimulation, WBC)","whole-body except the head (partial-body cryostimulation, PBC)",continuous,,10.0,,10.0,,,,,,,4411165_zeroshot.jsonl
4411165,effects of cryostimulation on the ANS - heart rate,"whole-body to cold (whole-body cryostimulation, WBC)","whole-body except the head (partial-body cryostimulation, PBC)",continuous,,10.0,,10.0,-7.7,2.3,-5.02,1.07,,,4411165_zeroshot.jsonl
4411165,Tskin of the head,"whole-body to cold (whole-body cryostimulation, WBC)","whole-body except the head (partial-body cryostimulation, PBC)",continuous,,10.0,,10.0,-7.6,,-1.5,,,,4411165_zeroshot.jsonl
4450164,ureteropelvic junction obstruction,internal drainage group,stentless cases,binary,0.0,30.0,1.0,52.0,,,,,,,4450164_zeroshot.jsonl
4458006,amplitude of whisking,facial nerve transection and subsequent repair either at the main trunk of the nerve (group 1),"2 cm distally, at the main bifurcation (group 2)",continuous,,12.0,,12.0,17.2,,5.9,,,,4458006_zeroshot.jsonl
4467620,decrease in exercise intensity as time elapsed (at time 10),Hot + Cooling conditions,Hot conditions,continuous,,8.0,,8.0,114.6,35.6,123.9,30.2,,,4467620_zeroshot.jsonl
4467620,weight reduction,Hot + Cooling conditions,Hot conditions,continuous,,8.0,,8.0,0.37,0.22,0.41,0.07,,,4467620_zeroshot.jsonl
4467620,accuracy of the cognitive tasks,Exercise - Hot + Cooling conditions,At rest - Hot + Cooling conditions,continuous,,8.0,,8.0,,,,,,,4467620_zeroshot.jsonl
4467620,accuracy of the cognitive tasks,Exercise - Hot condition,At rest - Hot condition,continuous,,8.0,,8.0,,,,,,,4467620_zeroshot.jsonl
4467620,differences in the accuracy,Hot + Cooling conditions,Hot conditions,continuous,,8.0,,8.0,,,,,,,4467620_zeroshot.jsonl
4483334,Total weight percentage of calcium,CPP-ACP plus laser (group D),Distilled and deionized water (group A),continuous,,20.0,,20.0,18.06,15.68,6.98,4.42,,,4483334_zeroshot.jsonl
4483334,Total weight percentage of calcium,CPP-ACP plus laser (group D),Nd:YAG laser (group B),continuous,,20.0,,20.0,18.06,15.68,9.36,5.49,,,4483334_zeroshot.jsonl
4483334,Total weight percentage of calcium,CPP-ACP plus laser (group D),CPP-ACP crème (group C),continuous,,20.0,,20.0,18.06,15.68,13.17,7.1,,,4483334_zeroshot.jsonl
4483334,Total weight percentage of phosphate,CPP-ACP plus laser (group D),Distilled and deionized water (group A),continuous,,20.0,,20.0,12.68,10.5,6.99,3.37,,,4483334_zeroshot.jsonl
4483334,Total weight percentage of phosphate,CPP-ACP plus laser (group D),Nd:YAG laser (group B),continuous,,20.0,,20.0,12.68,10.5,8.19,3.3,,,4483334_zeroshot.jsonl
4483334,Total weight percentage of phosphate,CPP-ACP plus laser (group D),CPP-ACP crème (group C),continuous,,20.0,,20.0,12.68,10.5,10.12,2.72,,,4483334_zeroshot.jsonl
4486927,"The SVR rates if the patients had IL-28B rs8099917 TT genotype, and GT/GG genotype",peginterferon (Peg-IFN) plus ribavirin (RBV) for 48 weeks,peginterferon (Peg-IFN) plus ribavirin (RBV) for 24 weeks,binary,62.0,88.0,37.0,84.0,,,,,,,4486927_zeroshot.jsonl
4486927,The early virologic response (EVR),peginterferon (Peg-IFN) plus ribavirin (RBV) for 48 weeks,peginterferon (Peg-IFN) plus ribavirin (RBV) for 24 weeks,binary,86.0,94.0,82.0,93.0,,,,,,,4486927_zeroshot.jsonl
4486927,the end-of-treatment virologic response,peginterferon (Peg-IFN) plus ribavirin (RBV) for 48 weeks,peginterferon (Peg-IFN) plus ribavirin (RBV) for 24 weeks,binary,83.0,94.0,75.0,93.0,,,,,,,4486927_zeroshot.jsonl
4486927,The SVR rates when the patients had BMI >30 kg/m2,peginterferon (Peg-IFN) plus ribavirin (RBV) for 48 weeks,peginterferon (Peg-IFN) plus ribavirin (RBV) for 24 weeks,binary,10.0,19.0,6.0,12.0,,,,,,,4486927_zeroshot.jsonl
4493951,the incidence of postoperative nausea and vomiting (PONV),H1(haloperidol 1 mg),H0 (saline),binary,14.0,49.0,27.0,50.0,,,,,,,4493951_zeroshot.jsonl
4493951,the incidence of postoperative nausea and vomiting (PONV),H2 (haloperidol 2 mg),H0 (saline),binary,12.0,50.0,27.0,50.0,,,,,,,4493951_zeroshot.jsonl
4493951,the incidence of postoperative nausea and vomiting (PONV),H1(haloperidol 1 mg),H2 (haloperidol 2 mg),binary,14.0,49.0,12.0,50.0,,,,,,,4493951_zeroshot.jsonl
4493951,The sedation score recorded in the postanesthesia care unit (PACU) over the 2-h observation period,and H2 (haloperidol 2 mg),H0 (saline),continuous,,50.0,,50.0,,,,,,,4493951_zeroshot.jsonl
4493951,The sedation score recorded in the postanesthesia care unit (PACU) over the 2-h observation period,and H2 (haloperidol 2 mg),H1(haloperidol 1 mg),continuous,,50.0,,49.0,,,,,,,4493951_zeroshot.jsonl
4493951,The sedation score recorded in the postanesthesia care unit (PACU) over the 2-h observation period,H0 (saline),"H1(haloperidol 1 mg),",continuous,,50.0,,49.0,,,,,,,4493951_zeroshot.jsonl
4511433,LDL cholesterol,5 mg elobixibat,placebo,continuous,,12.0,,12.0,4.78,0.65,4.29,0.71,,,4511433_zeroshot.jsonl
4511433,LDL cholesterol,2.5 mg,placebo,continuous,,12.0,,12.0,4.61,0.63,4.29,0.71,,,4511433_zeroshot.jsonl
4550271,Community knowledge,provider,control,binary,94.0,116.0,61.0,85.0,,,,,,,4550271_zeroshot.jsonl
4550271,Community knowledge,provider-school intervention,control,binary,97.0,115.0,61.0,85.0,,,,,,,4550271_zeroshot.jsonl
4550271,treatment according to guidelines,provider,control,binary,275.0,1832.0,299.0,1536.0,,,,,,,4550271_zeroshot.jsonl
4550271,treatment according to guidelines,provider-school intervention,control,binary,131.0,1496.0,299.0,1536.0,,,,,,,4550271_zeroshot.jsonl
4550271,the proportion of patients who tested positive and received (or were prescribed) an ACT,provider,control,binary,95.0,142.0,238.0,320.0,,,,,,,4550271_zeroshot.jsonl
4550271,the proportion of patients who tested positive and received (or were prescribed) an ACT,provider-school intervention,control,binary,59.0,98.0,238.0,320.0,,,,,,,4550271_zeroshot.jsonl
4574984,numbers overall complications,"intervention group, i.e. patient empowerment through information booklet and diary keeping","control group, which received standard care",binary,238.0,326.0,241.0,326.0,,,,,,,4574984_zeroshot.jsonl
4574984,level of postoperative pain,"intervention group, i.e. patient empowerment through information booklet and diary keeping","control group, which received standard care",binary,234.0,311.0,261.0,317.0,,,,,,,4574984_zeroshot.jsonl
4574984,overall mortality,"intervention group, i.e. patient empowerment through information booklet and diary keeping","control group, which received standard care",binary,45.0,326.0,58.0,326.0,,,,,,,4574984_zeroshot.jsonl
4574984,Health-Related Quality of Life at 12 month - females,"intervention group, i.e. patient empowerment through information booklet and diary keeping - females","control group, which received standard care - females",continuous,,76.0,,71.0,61.07,,63.27,,,,4574984_zeroshot.jsonl
4574984,Health-Related Quality of Life at 12 month - males,"intervention group, i.e. patient empowerment through information booklet and diary keeping - males","control group, which received standard care - males",continuous,,151.0,,145.0,72.49,,71.71,,,,4574984_zeroshot.jsonl
4574984,postoperative in-hospital stay,"intervention group, i.e. patient empowerment through information booklet and diary keeping","control group, which received standard care",continuous,,326.0,,326.0,,,,,,,4574984_zeroshot.jsonl
4675066,The mean cognitive score on the Bayley-III,iodine (150 μg/d),placebo,continuous,,27.0,,26.0,99.4,12.2,101.7,8.2,,,4675066_zeroshot.jsonl
4675066,The mean language score on the Bayley-III,iodine (150 μg/d),placebo,continuous,,27.0,,26.0,97.2,12.2,97.9,11.5,,,4675066_zeroshot.jsonl
4675066,The mean motor score on the Bayley-III,iodine (150 μg/d),placebo,continuous,,27.0,,26.0,93.9,10.8,92.4,9.7,,,4675066_zeroshot.jsonl
4678179,progression-free-survival (PFS),vismodegib plus gemcitabine (GV),gemcitabine plus placebo (GP),continuous,,53.0,,53.0,4.0,,2.5,,,,4678179_zeroshot.jsonl
4678179,Median overall survival (OS),vismodegib plus gemcitabine (GV),gemcitabine plus placebo (GP),continuous,,53.0,,53.0,6.9,,6.1,,,,4678179_zeroshot.jsonl
4678179,Response rates,vismodegib plus gemcitabine (GV),gemcitabine plus placebo (GP),binary,4.0,53.0,7.0,53.0,,,,,,,4678179_zeroshot.jsonl
4678179,rate of adverse events,vismodegib plus gemcitabine (GV),gemcitabine plus placebo (GP),binary,,53.0,,53.0,,,,,,,4678179_zeroshot.jsonl
4709985,would have liked more information on acupuncture,tertiary education,other educations,binary,,,,,,,,,,,4709985_zeroshot.jsonl
4830045,Birth status,Patients in the 3h group,Patients in the 20h group,binary,32.0,74.0,22.0,60.0,,,,,,,4830045_zeroshot.jsonl
4830045,Embryo quality,Patients in the 3h group,Patients in the 20h group,binary,524.0,672.0,503.0,700.0,,,,,,,4830045_zeroshot.jsonl
4879328,waist circumference,"Get Healthy, Stay Healthy' (GHSH)",no continued contact,continuous,,103.0,,112.0,-1.34,,-0.32,,,,4879328_zeroshot.jsonl
4879328,effects for walking,"Get Healthy, Stay Healthy' (GHSH)",no continued contact,continuous,,104.0,,114.0,-0.55,,0.31,,,,4879328_zeroshot.jsonl
4879328,effects for vigorous activity,"Get Healthy, Stay Healthy' (GHSH)",no continued contact,continuous,,103.0,,114.0,0.2,,-0.4,,,,4879328_zeroshot.jsonl
4879328,FFBQ Total Index Score,"Get Healthy, Stay Healthy' (GHSH)",no continued contact,continuous,,104.0,,114.0,0.07,,0.01,,,,4879328_zeroshot.jsonl
4879328,weekly moderate physical activity sessions,"Get Healthy, Stay Healthy' (GHSH)",no continued contact,continuous,,103.0,,114.0,0.19,,-0.68,,,,4879328_zeroshot.jsonl
4879328,accelerometer-assessed moderate to vigorous physical activity (MVPA),"Get Healthy, Stay Healthy' (GHSH)",no continued contact,continuous,,99.0,,108.0,7.41,,-16.1,,,,4879328_zeroshot.jsonl
4879328,weight loss,"Get Healthy, Stay Healthy' (GHSH)",no continued contact,continuous,,104.0,,114.0,-0.89,,0.3,,,,4879328_zeroshot.jsonl
4928400,Stone-free rate,Transperitoneal laparoscopic ureterolithotomy,Flexible ureteroscopy,binary,22.0,22.0,16.0,20.0,,,,,,,4928400_zeroshot.jsonl
4928400,Operative time,Transperitoneal laparoscopic ureterolithotomy,Flexible ureteroscopy,continuous,,22.0,,20.0,74.1,12.2,78.1,6.4,,,4928400_zeroshot.jsonl
4928400,Complication,Transperitoneal laparoscopic ureterolithotomy,Flexible ureteroscopy,binary,5.0,22.0,7.0,20.0,,,,,,,4928400_zeroshot.jsonl
4928400,Postoperative pain,Transperitoneal laparoscopic ureterolithotomy,Flexible ureteroscopy,continuous,,22.0,,20.0,6.4,1.3,5.1,1.6,,,4928400_zeroshot.jsonl
4928400,Hospital stay,Transperitoneal laparoscopic ureterolithotomy,Flexible ureteroscopy,continuous,,22.0,,20.0,4.2,1.2,2.1,1.1,,,4928400_zeroshot.jsonl
4928400,Time for return to daily activities,Transperitoneal laparoscopic ureterolithotomy,Flexible ureteroscopy,continuous,,22.0,,20.0,13.3,1.7,9.0,1.6,,,4928400_zeroshot.jsonl
4987981,FPG,metformin,placebo,continuous,,21.0,,23.0,15.2,19.2,2.2,10.0,,,4987981_zeroshot.jsonl
4987981,FPG,pioglitazone,placebo,continuous,,16.0,,23.0,20.5,17.4,2.2,10.0,,,4987981_zeroshot.jsonl
4987981,total cholesterol,metformin,placebo,continuous,,21.0,,23.0,21.8,25.2,1.4,29.2,,,4987981_zeroshot.jsonl
4987981,total cholesterol,pioglitazone,placebo,continuous,,16.0,,23.0,24.0,29.5,1.4,29.2,,,4987981_zeroshot.jsonl
4987981,triglycerides levels,metformin,placebo,continuous,,21.0,,23.0,44.3,45.4,1.1,43.3,,,4987981_zeroshot.jsonl
4987981,triglycerides levels,pioglitazone,placebo,continuous,,16.0,,23.0,53.3,36.9,1.1,43.3,,,4987981_zeroshot.jsonl
4987981,PASI,pioglitazone,placebo,continuous,,16.0,,23.0,3.9,,1.7,,,,4987981_zeroshot.jsonl
4987981,PASI,metformin,placebo,continuous,,21.0,,23.0,2.3,,1.7,,,,4987981_zeroshot.jsonl
4987981,ESI,pioglitazone,placebo,continuous,,16.0,,23.0,4.2,,2.3,,,,4987981_zeroshot.jsonl
4987981,ESI,metformin,placebo,continuous,,21.0,,23.0,1.3,,2.3,,,,4987981_zeroshot.jsonl
4987981,PGA,pioglitazone,placebo,continuous,,16.0,,23.0,2.3,,1.3,,,,4987981_zeroshot.jsonl
4987981,PGA,metformin,placebo,continuous,,21.0,,23.0,2.3,,1.3,,,,4987981_zeroshot.jsonl
4996097,"""a"" vowel improvement",Septoplasty,Control,continuous,,33.0,,30.0,,,,,,,4996097_zeroshot.jsonl
4996097,Total nasal resistance,Septoplasty,Control,continuous,,33.0,,30.0,0.25,,0.27,,,,4996097_zeroshot.jsonl
4996097,"""n"" consonant improvement",Septoplasty,Control,continuous,,33.0,,30.0,,,,,,,4996097_zeroshot.jsonl
5055753,The percentages of patients in the calm,0.2 mg oral clonidine,2 mg oral midazolam,binary,14.0,40.0,7.0,40.0,,,,,,,5055753_zeroshot.jsonl
5055753,The percentages of patients in the sedated scale,0.2 mg oral clonidine,2 mg oral midazolam,binary,17.0,40.0,7.0,40.0,,,,,,,5055753_zeroshot.jsonl
5055753,The mean ¬± SD of intraoperatively administered fentany,0.2 mg oral clonidine,2 mg oral midazolam,continuous,,40.0,,40.0,105.0,30.8,165.0,34.5,,,5055753_zeroshot.jsonl
5055753,the percentages of patients in the agitated sedation scale,0.2 mg oral clonidine,2 mg oral midazolam,binary,4.0,40.0,12.0,40.0,,,,,,,5055753_zeroshot.jsonl
5055753,the percentages of patients in the heavily sedated,0.2 mg oral clonidine,2 mg oral midazolam,binary,2.0,40.0,8.0,40.0,,,,,,,5055753_zeroshot.jsonl
5055753,Mean ± SD of heart rate at 60 min,0.2 mg oral clonidine,2 mg oral midazolam,continuous,,,,,,,,,,,5055753_zeroshot.jsonl
5056957,Weight reduction at 12 months,Multi-component physical activity,Usual PE and sport programmes,continuous,,592.0,,459.0,55.91,12.51,56.48,12.6,,,5056957_zeroshot.jsonl
5056957,BMI reduction at 12 months,Multi-component physical activity,Usual PE and sport programmes,continuous,,592.0,,459.0,21.07,3.96,21.27,3.76,,,5056957_zeroshot.jsonl
5056957,BMI z-score at 12months,Multi-component physical activity,Usual PE and sport programmes,continuous,,502.0,,406.0,0.61,1.11,0.66,1.13,,,5056957_zeroshot.jsonl
5056957,Weight reduction at 24 months,Multi-component physical activity,Usual PE and sport programmes,continuous,,560.0,,425.0,61.08,12.72,61.94,13.23,,,5056957_zeroshot.jsonl
5056957,BMI reduction at 24 months,Multi-component physical activity,Usual PE and sport programmes,continuous,,560.0,,425.0,21.86,4.06,22.06,4.33,,,5056957_zeroshot.jsonl
5056957,BMI z-score at 24 months,Multi-component physical activity,Usual PE and sport programmes,continuous,,488.0,,343.0,0.69,1.12,0.71,1.09,,,5056957_zeroshot.jsonl
5062234,The visual analog scale scores at rest timepoint 24 h,Transversus abdominis plane block with 0.375% ropivacaine,local anesthetic infiltration of the port site.,continuous,,21.0,,21.0,2.0,,0.5,,,,5062234_zeroshot.jsonl
5062234,The visual analog scale score on coughing timepoint 24. h,Transversus abdominis plane block with 0.375% ropivacaine,local anesthetic infiltration of the port site.,continuous,,21.0,,21.0,4.0,,4.0,,,,5062234_zeroshot.jsonl
5062234,The 24 h morphine requirement,Transversus abdominis plane block with 0.375% ropivacaine,local anesthetic infiltration of the port site.,continuous,,21.0,,21.0,34.57,14.64,32.76,14.34,,,5062234_zeroshot.jsonl
5062234,intraoperative supplemental fentanyl,Transversus abdominis plane block with 0.375% ropivacaine,local anesthetic infiltration of the port site.,binary,8.0,21.0,16.0,21.0,,,,,,,5062234_zeroshot.jsonl
5079604,The restricted mean time to hyperglycemia relapse,"metformin 1,000 mg daily, sitagliptin 100 mg daily",placebo,continuous,,33.0,,15.0,480.0,,305.0,,,,5079604_zeroshot.jsonl
5079604,The probability of relapse,"metformin 1,000 mg daily, sitagliptin 100 mg daily",placebo,binary,9.0,33.0,11.0,15.0,,,,,,,5079604_zeroshot.jsonl
5079604,Disposition index (DI),subjects who remained in remission,patients with hyperglycemia relapse without significant changes in insulin sensitivity (Si),continuous,,28.0,,20.0,2.0,,0.8,,,,5079604_zeroshot.jsonl
5079604,incremental area under the curve for insulin (AUCi),subjects who remained in remission,patients with hyperglycemia relapse without significant changes in insulin sensitivity (Si),continuous,,28.0,,20.0,8000.0,,3000.0,,,,5079604_zeroshot.jsonl
5079604,hyperglycemia relapse-free survival,"metformin 1,000 mg daily",sitagliptin 100 mg daily,continuous,,17.0,,16.0,,,,,,,5079604_zeroshot.jsonl
5079604,Cox proportional hazards of failure-free survival,"metformin 1,000 mg daily",sitagliptin 100 mg daily,continuous,,17.0,,16.0,,,,,,,5079604_zeroshot.jsonl
5079604,Hyperglycemia relapse-free survival,"metformin 1,000 mg daily, sitagliptin 100 mg daily",placebo,continuous,,33.0,,15.0,,,,,,,5079604_zeroshot.jsonl
5079604,The 2-year failure rate,"metformin 1,000 mg daily, sitagliptin 100 mg daily",placebo,binary,13.0,33.0,12.0,15.0,,,,,,,5079604_zeroshot.jsonl
5086025,Intuitive eating total score,Intuitive Eating and Acceptance and Commitment Therapy,Control,continuous,,26.0,,26.0,3.45,0.55,2.54,0.58,,,5086025_zeroshot.jsonl
5086025,Psychological flexibility,Intuitive Eating and Acceptance and Commitment Therapy,Control,continuous,,26.0,,26.0,18.23,8.14,22.46,8.67,,,5086025_zeroshot.jsonl
5086025,General mental health,Intuitive Eating and Acceptance and Commitment Therapy,Control,continuous,,26.0,,26.0,50.24,7.41,45.63,6.31,,,5086025_zeroshot.jsonl
5086025,Binge eating,Intuitive Eating and Acceptance and Commitment Therapy,Control,binary,7.0,26.0,14.0,26.0,,,,,,,5086025_zeroshot.jsonl
5086025,BMI,Intuitive Eating and Acceptance and Commitment Therapy,Control,continuous,,26.0,,26.0,32.81,5.31,32.93,4.85,,,5086025_zeroshot.jsonl
5086025,General physical health,Intuitive Eating and Acceptance and Commitment Therapy,Control,continuous,,26.0,,26.0,50.87,11.02,50.46,7.83,,,5086025_zeroshot.jsonl
5122613,Left SCTT,Digestion-resistant maltodextrin,Placebo,continuous,,29.0,,28.0,10.2,8.6,12.1,9.5,,,5122613_zeroshot.jsonl
5122613,Adverse events,Digestion-resistant maltodextrin,Placebo,binary,4.0,33.0,2.0,33.0,,,,,,,5122613_zeroshot.jsonl
5122613,Baseline characteristics and diet,Digestion-resistant maltodextrin,Placebo,continuous,,33.0,,33.0,10.0,4.6,11.5,4.6,,,5122613_zeroshot.jsonl
5122613,Improvement in faeces consistency,Digestion-resistant maltodextrin,Placebo,continuous,,33.0,,33.0,3.4,1.0,3.2,0.5,,,5122613_zeroshot.jsonl
5122613,Colonic transit time,Digestion-resistant maltodextrin,Placebo,continuous,,29.0,,28.0,39.7,22.3,48.0,25.0,,,5122613_zeroshot.jsonl
5154016,24 h drainage volume,Stypro hemostatic sponge,Gelatin sponge,continuous,,30.0,,32.0,187.9,82.0,230.8,75.0,,,5154016_zeroshot.jsonl
5154016,Second 24 h drainage volume,Stypro hemostatic sponge,Gelatin sponge,continuous,,30.0,,32.0,53.7,3.8,63.5,14.2,,,5154016_zeroshot.jsonl
5154016,Second 24 h drainage volume,Collagen hemostatic sponge,Gelatin sponge,continuous,,30.0,,32.0,63.3,8.9,63.5,14.2,,,5154016_zeroshot.jsonl
5154016,24 h drainage volume,Collagen hemostatic sponge,Gelatin sponge,continuous,,30.0,,32.0,185.2,68.0,230.8,75.0,,,5154016_zeroshot.jsonl
5154016,Total drainage volume,Stypro hemostatic sponge,Gelatin sponge,continuous,,30.0,,32.0,231.5,18.1,318.5,26.7,,,5154016_zeroshot.jsonl
5154016,Total drainage volume,Collagen hemostatic sponge,Gelatin sponge,continuous,,30.0,,32.0,248.5,18.8,318.5,26.7,,,5154016_zeroshot.jsonl
5244530,remission rate,person-centred general practitioners (GP) consultations,treatment as usual (TAU),binary,61.0,125.0,63.0,133.0,,,,,,,5244530_zeroshot.jsonl
5244530,sedative prescriptions,person-centred general practitioners (GP) consultations,treatment as usual (TAU),binary,52.0,125.0,51.0,133.0,,,,,,,5244530_zeroshot.jsonl
5244530,sick leave,person-centred general practitioners (GP) consultations,treatment as usual (TAU),continuous,,125.0,,133.0,124.8,102.5,123.3,85.0,,,5244530_zeroshot.jsonl
5244530,continued antidepressants until the 6-month,person-centred general practitioners (GP) consultations,treatment as usual (TAU),binary,86.0,125.0,78.0,133.0,,,,,,,5244530_zeroshot.jsonl
5244530,depression severity reduction 12 months,person-centred general practitioners (GP) consultations,treatment as usual (TAU),continuous,,125.0,,133.0,,,,,,,5244530_zeroshot.jsonl
5244530,change in quality of life 12 months,person-centred general practitioners (GP) consultations,treatment as usual (TAU),continuous,,125.0,,133.0,,,,,,,5244530_zeroshot.jsonl
5244530,psychological well-being,person-centred general practitioners (GP) consultations,treatment as usual (TAU),continuous,,125.0,,133.0,,,,,,,5244530_zeroshot.jsonl
5268424,score on the general dimension scale of negative affects (referred to as NA from here onward),view a video featuring individuals that live in extreme poverty,control,continuous,,55.0,,50.0,21.036,6.327,17.68,5.859,,,5268424_zeroshot.jsonl
5325897,First test results,Evaluation with feedback,Evaluation without feedback,continuous,,15.0,,15.0,10.24,0.77,9.73,0.77,,,5325897_zeroshot.jsonl
5325897,Second test results,Evaluation with feedback,Evaluation without feedback,continuous,,15.0,,15.0,17.73,0.46,12.13,0.47,,,5325897_zeroshot.jsonl
5325897,Final test results,Evaluation with feedback,Evaluation without feedback,continuous,,15.0,,15.0,18.53,0.22,18.99,0.22,,,5325897_zeroshot.jsonl
5360580,Plasma PlsPE,1 mg/day of Pls purified from scallop,placebo,continuous,,55.0,,48.0,0.16,,-0.34,,,,5360580_zeroshot.jsonl
5360580,occurrence of adverse events,1 mg/day of Pls purified from scallop,placebo,binary,,169.0,,167.0,,,,,,,5360580_zeroshot.jsonl
5360580,"WMS-R (30 min) In the patients aged 77 years or younger,",1 mg/day of Pls purified from scallop,placebo,continuous,,19.0,,21.0,1.84,,0.0,,,,5360580_zeroshot.jsonl
5360580,WMS-R (0 min),1 mg/day of Pls purified from scallop,placebo,continuous,,140.0,,135.0,1.41,,1.39,,,,5360580_zeroshot.jsonl
5380284,Pain scores 48 hours after the surgery,Gum-chewing group,No gum group,continuous,,38.0,,37.0,,,,,,,5380284_zeroshot.jsonl
5380284,Surgery duration,Gum-chewing group,No gum group,continuous,,38.0,,37.0,,,,,,,5380284_zeroshot.jsonl
5380284,Rates of POI,Gum-chewing group,No gum group,binary,2.0,38.0,2.0,37.0,,,,,,,5380284_zeroshot.jsonl
5380284,Consumption of fentanyl,Gum-chewing group,No gum group,continuous,,38.0,,37.0,1.01,0.29,1.0,0.37,,,5380284_zeroshot.jsonl
5380284,Pain scores 24 hours and 72 hours after the surgery,Gum-chewing group,No gum group,continuous,,38.0,,37.0,,,,,,,5380284_zeroshot.jsonl
5380326,Interferon gamma-induced protein 10,Vitamin D supplementation,Control,continuous,,40.0,,40.0,636.47,70.91,748.88,87.12,,,5380326_zeroshot.jsonl
5380326,Vitamin D levels,Vitamin D supplementation,Control,continuous,,40.0,,40.0,45.93,2.43,21.87,0.84,,,5380326_zeroshot.jsonl
5380326,Th1/Th2 cytokines,Vitamin D supplementation,Control,continuous,,40.0,,40.0,,,,,,,5380326_zeroshot.jsonl
5380326,Interleukin 2,Vitamin D supplementation,Control,continuous,,40.0,,40.0,4.49,2.11,28.69,16.29,,,5380326_zeroshot.jsonl
5380326,Dipeptidyl peptidase-4,Vitamin D supplementation,Control,continuous,,40.0,,40.0,6032.37,214.9,6408.33,288.11,,,5380326_zeroshot.jsonl
5380326,Tumor necrosis factor alpha,Vitamin D supplementation,Control,continuous,,40.0,,40.0,752.94,298.86,548.33,191.46,,,5380326_zeroshot.jsonl
5419060,Sample rejection rate: CHC A,Phlebotomy training programme,Control,binary,79.0,10218.0,60.0,7557.0,,,,,,,5419060_zeroshot.jsonl
5419060,Sample rejection rate: CHC B,Phlebotomy training programme,Control,binary,48.0,4114.0,45.0,3973.0,,,,,,,5419060_zeroshot.jsonl
5419060,Sample rejection rate: CDC C,Phlebotomy training programme,Control,binary,37.0,2279.0,38.0,2321.0,,,,,,,5419060_zeroshot.jsonl
5419060,Sample rejection rate: CDC D,Phlebotomy training programme,Control,binary,7.0,630.0,8.0,589.0,,,,,,,5419060_zeroshot.jsonl
5419060,Request-form errors: CHC A,Phlebotomy training programme,Control,binary,8.0,10218.0,11.0,7557.0,,,,,,,5419060_zeroshot.jsonl
5419060,Request-form errors: CHC B,Phlebotomy training programme,Control,binary,12.0,4114.0,11.0,3973.0,,,,,,,5419060_zeroshot.jsonl
5419060,Request-form errors: CDC C,Phlebotomy training programme,Control,binary,6.0,2279.0,3.0,2321.0,,,,,,,5419060_zeroshot.jsonl
5419060,Request-form errors: CDC D,Phlebotomy training programme,Control,binary,0.0,630.0,0.0,589.0,,,,,,,5419060_zeroshot.jsonl
5419060,Preanalytical errors: CHC A,Phlebotomy training programme,Control,binary,55.0,10218.0,47.0,7557.0,,,,,,,5419060_zeroshot.jsonl
5419060,Preanalytical errors: CHC B,Phlebotomy training programme,Control,binary,48.0,4114.0,45.0,3973.0,,,,,,,5419060_zeroshot.jsonl
5419060,Preanalytical errors: CDC C,Phlebotomy training programme,Control,binary,37.0,2279.0,38.0,2321.0,,,,,,,5419060_zeroshot.jsonl
5419060,Preanalytical errors: CDC D,Phlebotomy training programme,Control,binary,7.0,630.0,8.0,589.0,,,,,,,5419060_zeroshot.jsonl
5419060,Phlebotomy questionnaire score: CHC A,Phlebotomy training programme,Control,continuous,,5.0,,5.0,96.0,,63.0,,,,5419060_zeroshot.jsonl
5419060,Phlebotomy questionnaire score: CHC B,Phlebotomy training programme,Control,continuous,,7.0,,7.0,93.0,,58.0,,,,5419060_zeroshot.jsonl
5419060,Phlebotomy questionnaire score: CDC C,Phlebotomy training programme,Control,continuous,,7.0,,7.0,97.0,,60.0,,,,5419060_zeroshot.jsonl
5419060,Phlebotomy questionnaire score: CDC D,Phlebotomy training programme,Control,continuous,,4.0,,4.0,97.0,,63.0,,,,5419060_zeroshot.jsonl
5419060,Techinque related rejections: CHC A,Phlebotomy training programme,Control,binary,20.0,10218.0,20.0,7557.0,,,,,,,5419060_zeroshot.jsonl
5419060,Techinque related rejections: CHC B,Phlebotomy training programme,Control,binary,15.0,4114.0,8.0,3973.0,,,,,,,5419060_zeroshot.jsonl
5419060,Techinque related rejections: CDC C,Phlebotomy training programme,Control,binary,18.0,2279.0,15.0,2321.0,,,,,,,5419060_zeroshot.jsonl
5419060,Techinque related rejections: CDC D,Phlebotomy training programme,Control,binary,2.0,630.0,4.0,589.0,,,,,,,5419060_zeroshot.jsonl
5459456,number of days with received courses of antibiotics,some portion of therapy outside of the hospital (CoPAT),full course of therapy in the hospital setting,continuous,,,,,,,,,,,5459456_zeroshot.jsonl
